fhfa_cbsa,period,hpi_all_transactions_nsa
39740,2008Q1,177.87
39740,2008Q2,176.2
39740,2008Q3,171.84
39740,2008Q4,171.43
39740,2009Q1,174.13
39740,2009Q2,170.09
39740,2009Q3,166.88
39740,2009Q4,166.7
39740,2010Q1,163.88
39740,2010Q2,162.58
39740,2010Q3,165.39
39740,2010Q4,163.79
39740,2011Q1,160.13
39740,2011Q2,158.67
39740,2011Q3,157.07
39740,2011Q4,155.38
39740,2012Q1,153.12
39740,2012Q2,152.98
39740,2012Q3,153.81
39740,2012Q4,152.95
39740,2013Q1,152.33
39740,2013Q2,153.73
39740,2013Q3,154.41
39740,2013Q4,154.23
39740,2014Q1,153.2
39740,2014Q2,153.4
39740,2014Q3,155.98
39740,2014Q4,156.83
39740,2015Q1,157.67
39740,2015Q2,159.07
39740,2015Q3,159.85
39740,2015Q4,158.67
39740,2016Q1,157.6
39740,2016Q2,158.91
39740,2016Q3,162.33
39740,2016Q4,164.02
39740,2017Q1,164.15
39740,2017Q2,167.83
39740,2017Q3,167.43
39740,2017Q4,169.91
39740,2018Q1,172.16
39740,2018Q2,173.58
39740,2018Q3,174.61
39740,2018Q4,174.48
39740,2019Q1,176.99
39740,2019Q2,180.28
39740,2019Q3,181.73
39740,2019Q4,183.6
39740,2020Q1,188.07
39740,2020Q2,188.5
39740,2020Q3,192.57
39740,2020Q4,197.34
39740,2021Q1,202.48
39740,2021Q2,212.62
39740,2021Q3,222.68
39740,2021Q4,230.63
39740,2022Q1,235.88
39740,2022Q2,251.35
39740,2022Q3,255.19
39740,2022Q4,260.49
39740,2023Q1,258.07
39740,2023Q2,270.99
39740,2023Q3,279.79
39740,2023Q4,283.08
39740,2024Q1,288.74
39740,2024Q2,296.9
39740,2024Q3,299
39740,2024Q4,296.24
39740,2025Q1,302.89
39740,2025Q2,313.42
39740,2025Q3,311.35
39740,2025Q4,320.32
39740,2026Q1,325.81
39820,1980Q1,59
39820,1980Q2,63.1
39820,1980Q3,63.27
39820,1980Q4,65.89
39820,1981Q1,63.57
39820,1981Q2,68.7
39820,1981Q3,67.59
39820,1981Q4,63.65
39820,1982Q1,64.1
39820,1982Q2,66.64
39820,1982Q3,66.39
39820,1982Q4,66.44
39820,1983Q1,67.99
39820,1983Q2,65.01
39820,1983Q3,64.02
39820,1983Q4,60.42
39820,1984Q1,59.37
39820,1984Q2,64.41
39820,1984Q3,62.69
39820,1984Q4,60.44
39820,1985Q1,61.55
39820,1985Q2,62.86
39820,1985Q3,64.79
39820,1985Q4,64.76
39820,1986Q1,65
39820,1986Q2,66.49
39820,1986Q3,65.11
39820,1986Q4,66.4
39820,1987Q1,66.58
39820,1987Q2,66.15
39820,1987Q3,67.36
39820,1987Q4,67.17
39820,1988Q1,67.98
39820,1988Q2,70.11
39820,1988Q3,69.35
39820,1988Q4,72.94
39820,1989Q1,74.6
39820,1989Q2,76.31
39820,1989Q3,78.35
39820,1989Q4,80.29
39820,1990Q1,84.09
39820,1990Q2,89.7
39820,1990Q3,93.92
39820,1990Q4,94.91
39820,1991Q1,98.34
39820,1991Q2,99.25
39820,1991Q3,100.01
39820,1991Q4,102.12
39820,1992Q1,101.64
39820,1992Q2,102
39820,1992Q3,102.6
39820,1992Q4,102.76
39820,1993Q1,102.24
39820,1993Q2,102.41
39820,1993Q3,103.43
39820,1993Q4,104.2
39820,1994Q1,104.01
39820,1994Q2,102.6
39820,1994Q3,98.87
39820,1994Q4,100.69
39820,1995Q1,100
39820,1995Q2,101.09
39820,1995Q3,102.79
39820,1995Q4,101.43
39820,1996Q1,102.04
39820,1996Q2,100.62
39820,1996Q3,98.66
39820,1996Q4,98.68
39820,1997Q1,99.9
39820,1997Q2,98.67
39820,1997Q3,99.74
39820,1997Q4,100.71
39820,1998Q1,102.78
39820,1998Q2,102.52
39820,1998Q3,102.67
39820,1998Q4,103.85
39820,1999Q1,104.43
39820,1999Q2,103.52
39820,1999Q3,103.76
39820,1999Q4,104.39
39820,2000Q1,104.81
39820,2000Q2,107.21
39820,2000Q3,109.97
39820,2000Q4,111.63
39820,2001Q1,114.18
39820,2001Q2,117.4
39820,2001Q3,121.79
39820,2001Q4,123.39
39820,2002Q1,127.21
39820,2002Q2,133.12
39820,2002Q3,139.33
39820,2002Q4,144
39820,2003Q1,149.32
39820,2003Q2,154
39820,2003Q3,161.21
39820,2003Q4,170.53
39820,2004Q1,176.07
39820,2004Q2,184.16
39820,2004Q3,200.37
39820,2004Q4,205.72
39820,2005Q1,214.9
39820,2005Q2,229.36
39820,2005Q3,243.22
39820,2005Q4,250.17
39820,2006Q1,257.11
39820,2006Q2,257.01
39820,2006Q3,256.73
39820,2006Q4,253.47
39820,2007Q1,251.59
39820,2007Q2,248.34
39820,2007Q3,241.53
39820,2007Q4,236.45
39820,2008Q1,229.65
39820,2008Q2,218.81
39820,2008Q3,206.5
39820,2008Q4,198.18
39820,2009Q1,200.36
39820,2009Q2,189.58
39820,2009Q3,183.31
39820,2009Q4,179.44
39820,2010Q1,174.81
39820,2010Q2,169.09
39820,2010Q3,166.11
39820,2010Q4,162.51
39820,2011Q1,156.4
39820,2011Q2,149.36
39820,2011Q3,151.96
39820,2011Q4,151.06
39820,2012Q1,150.31
39820,2012Q2,149.84
39820,2012Q3,152.67
39820,2012Q4,157.25
39820,2013Q1,159.43
39820,2013Q2,164.98
39820,2013Q3,172.71
39820,2013Q4,173.79
39820,2014Q1,177.49
39820,2014Q2,179.93
39820,2014Q3,184.05
39820,2014Q4,186.55
39820,2015Q1,187.15
39820,2015Q2,190.18
39820,2015Q3,194.4
39820,2015Q4,193.9
39820,2016Q1,195.57
39820,2016Q2,198.34
39820,2016Q3,200.28
39820,2016Q4,202.24
39820,2017Q1,203.39
39820,2017Q2,208.28
39820,2017Q3,212.58
39820,2017Q4,213.56
39820,2018Q1,216.02
39820,2018Q2,219.7
39820,2018Q3,223.89
39820,2018Q4,225.87
39820,2019Q1,229.42
39820,2019Q2,232.92
39820,2019Q3,236.73
39820,2019Q4,238.76
39820,2020Q1,239.81
39820,2020Q2,245.05
39820,2020Q3,247.89
39820,2020Q4,255.3
39820,2021Q1,263.38
39820,2021Q2,277.72
39820,2021Q3,294.38
39820,2021Q4,302.69
39820,2022Q1,305.74
39820,2022Q2,323.52
39820,2022Q3,319.91
39820,2022Q4,311.71
39820,2023Q1,314.52
39820,2023Q2,319.91
39820,2023Q3,330.71
39820,2023Q4,309.2
39820,2024Q1,320.02
39820,2024Q2,325.23
39820,2024Q3,324.84
39820,2024Q4,326.04
39820,2025Q1,324.06
39820,2025Q2,333.44
39820,2025Q3,323.08
39820,2025Q4,324.59
39820,2026Q1,329.82
39900,1978Q2,49.53
39900,1978Q3,52.14
39900,1978Q4,53.74
39900,1979Q1,55.94
39900,1979Q2,60.75
39900,1979Q3,58.69
39900,1979Q4,59.1
39900,1980Q1,60.32
39900,1980Q2,60.79
39900,1980Q3,60.93
39900,1980Q4,60.32
39900,1981Q1,67.17
39900,1981Q2,64.02
39900,1981Q3,66.69
39900,1981Q4,66.41
39900,1982Q1,69.92
39900,1982Q2,68.98
39900,1982Q3,66.19
39900,1982Q4,67.25
39900,1983Q1,68.49
39900,1983Q2,68.63
39900,1983Q3,71.78
39900,1983Q4,72.91
39900,1984Q1,71.57
39900,1984Q2,68.56
39900,1984Q3,67.16
39900,1984Q4,70.93
39900,1985Q1,69.14
39900,1985Q2,70.14
39900,1985Q3,69.41
39900,1985Q4,70.31
39900,1986Q1,72.23
39900,1986Q2,73.9
39900,1986Q3,73.86
39900,1986Q4,74.48
39900,1987Q1,75.7
39900,1987Q2,74.8
39900,1987Q3,75.21
39900,1987Q4,74.83
39900,1988Q1,76.25
39900,1988Q2,74.77
39900,1988Q3,76.55
39900,1988Q4,77.28
39900,1989Q1,76.7
39900,1989Q2,77.64
39900,1989Q3,79.63
39900,1989Q4,80.58
39900,1990Q1,81.71
39900,1990Q2,81.83
39900,1990Q3,83.83
39900,1990Q4,84.41
39900,1991Q1,85.97
39900,1991Q2,86.77
39900,1991Q3,87.86
39900,1991Q4,89.05
39900,1992Q1,90.13
39900,1992Q2,90.62
39900,1992Q3,91.78
39900,1992Q4,92.97
39900,1993Q1,93.04
39900,1993Q2,93.87
39900,1993Q3,94.88
39900,1993Q4,95.84
39900,1994Q1,96.8
39900,1994Q2,98.16
39900,1994Q3,99.57
39900,1994Q4,99.67
39900,1995Q1,100
39900,1995Q2,102.63
39900,1995Q3,104.37
39900,1995Q4,104.88
39900,1996Q1,106.25
39900,1996Q2,106.22
39900,1996Q3,106.76
39900,1996Q4,107.68
39900,1997Q1,108.41
39900,1997Q2,108.19
39900,1997Q3,110.17
39900,1997Q4,110.7
39900,1998Q1,111.68
39900,1998Q2,111.89
39900,1998Q3,112.8
39900,1998Q4,113.32
39900,1999Q1,113.22
39900,1999Q2,113.45
39900,1999Q3,114.23
39900,1999Q4,114.33
39900,2000Q1,115.45
39900,2000Q2,116.78
39900,2000Q3,117.58
39900,2000Q4,118.98
39900,2001Q1,121.35
39900,2001Q2,122.64
39900,2001Q3,125.24
39900,2001Q4,126.77
39900,2002Q1,129.23
39900,2002Q2,132.18
39900,2002Q3,135.13
39900,2002Q4,137.04
39900,2003Q1,139.89
39900,2003Q2,142.74
39900,2003Q3,147.09
39900,2003Q4,155.79
39900,2004Q1,161.87
39900,2004Q2,173.72
39900,2004Q3,194.08
39900,2004Q4,203.98
39900,2005Q1,215.28
39900,2005Q2,231.36
39900,2005Q3,241.04
39900,2005Q4,249.2
39900,2006Q1,253.12
39900,2006Q2,250.79
39900,2006Q3,248.99
39900,2006Q4,244.76
39900,2007Q1,240.86
39900,2007Q2,234.72
39900,2007Q3,224.92
39900,2007Q4,220.17
39900,2008Q1,211.28
39900,2008Q2,199.17
39900,2008Q3,183.47
39900,2008Q4,175.13
39900,2009Q1,171.94
39900,2009Q2,159.44
39900,2009Q3,148.82
39900,2009Q4,144.3
39900,2010Q1,137.47
39900,2010Q2,130.66
39900,2010Q3,134.32
39900,2010Q4,130.8
39900,2011Q1,124.45
39900,2011Q2,115.39
39900,2011Q3,115.63
39900,2011Q4,115.26
39900,2012Q1,114.02
39900,2012Q2,113.75
39900,2012Q3,116.34
39900,2012Q4,119.75
39900,2013Q1,123.86
39900,2013Q2,132.45
39900,2013Q3,140.27
39900,2013Q4,145.99
39900,2014Q1,149.57
39900,2014Q2,156.32
39900,2014Q3,162.73
39900,2014Q4,164.95
39900,2015Q1,169.4
39900,2015Q2,177.67
39900,2015Q3,185.63
39900,2015Q4,189.28
39900,2016Q1,193.15
39900,2016Q2,199.21
39900,2016Q3,206.62
39900,2016Q4,208.39
39900,2017Q1,212.3
39900,2017Q2,218.49
39900,2017Q3,226.06
39900,2017Q4,230.69
39900,2018Q1,236.46
39900,2018Q2,246.42
39900,2018Q3,251.36
39900,2018Q4,254.23
39900,2019Q1,255.34
39900,2019Q2,259.66
39900,2019Q3,263.9
39900,2019Q4,264.42
39900,2020Q1,267.3
39900,2020Q2,270.89
39900,2020Q3,274.92
39900,2020Q4,282.84
39900,2021Q1,294.79
39900,2021Q2,317.47
39900,2021Q3,340.38
39900,2021Q4,353.83
39900,2022Q1,363.4
39900,2022Q2,387.11
39900,2022Q3,377.43
39900,2022Q4,367.56
39900,2023Q1,362.26
39900,2023Q2,369.78
39900,2023Q3,375.99
39900,2023Q4,375.26
39900,2024Q1,380.66
39900,2024Q2,387.96
39900,2024Q3,389.72
39900,2024Q4,392.06
39900,2025Q1,395.55
39900,2025Q2,400.69
39900,2025Q3,404.15
39900,2025Q4,401.42
39900,2026Q1,410.45
40060,1976Q1,42.48
40060,1976Q2,42.18
40060,1976Q3,41.44
40060,1976Q4,42.81
40060,1977Q1,43.55
40060,1977Q2,44.91
40060,1977Q3,45.99
40060,1977Q4,47.13
40060,1978Q1,47.25
40060,1978Q2,47.75
40060,1978Q3,49.37
40060,1978Q4,50.54
40060,1979Q1,50.66
40060,1979Q2,53.23
40060,1979Q3,53.77
40060,1979Q4,54.36
40060,1980Q1,57.19
40060,1980Q2,56.77
40060,1980Q3,58.53
40060,1980Q4,58.44
40060,1981Q1,59.75
40060,1981Q2,57.26
40060,1981Q3,60.2
40060,1981Q4,60.54
40060,1982Q1,63.27
40060,1982Q2,64.1
40060,1982Q3,59.3
40060,1982Q4,62.15
40060,1983Q1,64.46
40060,1983Q2,65.01
40060,1983Q3,65.73
40060,1983Q4,65.88
40060,1984Q1,68
40060,1984Q2,67.43
40060,1984Q3,69.08
40060,1984Q4,67.88
40060,1985Q1,69.69
40060,1985Q2,70.5
40060,1985Q3,71.06
40060,1985Q4,70.8
40060,1986Q1,72.79
40060,1986Q2,74.13
40060,1986Q3,74.87
40060,1986Q4,75.84
40060,1987Q1,77.16
40060,1987Q2,78.5
40060,1987Q3,81.41
40060,1987Q4,82.35
40060,1988Q1,83.38
40060,1988Q2,85.36
40060,1988Q3,86.19
40060,1988Q4,87.51
40060,1989Q1,88.99
40060,1989Q2,89.74
40060,1989Q3,91.33
40060,1989Q4,91.4
40060,1990Q1,92.07
40060,1990Q2,93.62
40060,1990Q3,93.3
40060,1990Q4,93.5
40060,1991Q1,92.92
40060,1991Q2,94.55
40060,1991Q3,93.81
40060,1991Q4,95.69
40060,1992Q1,96.78
40060,1992Q2,95.83
40060,1992Q3,97.32
40060,1992Q4,97.79
40060,1993Q1,97.24
40060,1993Q2,98.45
40060,1993Q3,98.9
40060,1993Q4,99.66
40060,1994Q1,99.6
40060,1994Q2,99.77
40060,1994Q3,100.57
40060,1994Q4,100.39
40060,1995Q1,100
40060,1995Q2,101.79
40060,1995Q3,102.59
40060,1995Q4,103.95
40060,1996Q1,104.54
40060,1996Q2,104.77
40060,1996Q3,104.64
40060,1996Q4,105.67
40060,1997Q1,105.91
40060,1997Q2,106.79
40060,1997Q3,107.47
40060,1997Q4,109.17
40060,1998Q1,110.92
40060,1998Q2,110.93
40060,1998Q3,111.91
40060,1998Q4,113.51
40060,1999Q1,114.64
40060,1999Q2,115.5
40060,1999Q3,117.13
40060,1999Q4,117.9
40060,2000Q1,119.84
40060,2000Q2,121.12
40060,2000Q3,122.61
40060,2000Q4,123.7
40060,2001Q1,126.35
40060,2001Q2,128.23
40060,2001Q3,129.88
40060,2001Q4,131.35
40060,2002Q1,132.78
40060,2002Q2,135.8
40060,2002Q3,138.07
40060,2002Q4,139.59
40060,2003Q1,141.4
40060,2003Q2,143.1
40060,2003Q3,145.94
40060,2003Q4,150.06
40060,2004Q1,152.95
40060,2004Q2,156.75
40060,2004Q3,164.55
40060,2004Q4,167.93
40060,2005Q1,173.04
40060,2005Q2,181.01
40060,2005Q3,189.22
40060,2005Q4,195.06
40060,2006Q1,200.58
40060,2006Q2,206.77
40060,2006Q3,209.76
40060,2006Q4,213.4
40060,2007Q1,216.17
40060,2007Q2,219.32
40060,2007Q3,218.21
40060,2007Q4,219.22
40060,2008Q1,219.04
40060,2008Q2,215.91
40060,2008Q3,212.72
40060,2008Q4,211.32
40060,2009Q1,210.54
40060,2009Q2,204.87
40060,2009Q3,199.66
40060,2009Q4,198.29
40060,2010Q1,195.05
40060,2010Q2,191.24
40060,2010Q3,192.14
40060,2010Q4,191.07
40060,2011Q1,184.47
40060,2011Q2,180.24
40060,2011Q3,179.08
40060,2011Q4,180.35
40060,2012Q1,178.57
40060,2012Q2,176.48
40060,2012Q3,178.46
40060,2012Q4,178.77
40060,2013Q1,178.3
40060,2013Q2,179.28
40060,2013Q3,180.94
40060,2013Q4,181.38
40060,2014Q1,181.79
40060,2014Q2,186.84
40060,2014Q3,186.87
40060,2014Q4,188.01
40060,2015Q1,188.97
40060,2015Q2,192.65
40060,2015Q3,193.72
40060,2015Q4,196.31
40060,2016Q1,195.12
40060,2016Q2,198.95
40060,2016Q3,202.16
40060,2016Q4,204.46
40060,2017Q1,206.53
40060,2017Q2,210.32
40060,2017Q3,212.57
40060,2017Q4,214.3
40060,2018Q1,218.12
40060,2018Q2,222
40060,2018Q3,224.05
40060,2018Q4,225.62
40060,2019Q1,227.24
40060,2019Q2,232.49
40060,2019Q3,234.73
40060,2019Q4,236.52
40060,2020Q1,238.63
40060,2020Q2,241.46
40060,2020Q3,245.99
40060,2020Q4,251.12
40060,2021Q1,256.67
40060,2021Q2,270.4
40060,2021Q3,284.06
40060,2021Q4,291.08
40060,2022Q1,300.05
40060,2022Q2,324.11
40060,2022Q3,328.24
40060,2022Q4,326.8
40060,2023Q1,334.43
40060,2023Q2,345.19
40060,2023Q3,351.45
40060,2023Q4,353.86
40060,2024Q1,359.97
40060,2024Q2,372.16
40060,2024Q3,375.05
40060,2024Q4,374.1
40060,2025Q1,376.7
40060,2025Q2,386.33
40060,2025Q3,389.24
40060,2025Q4,391.58
40060,2026Q1,394.74
40140,1976Q2,31.53
40140,1976Q3,33.52
40140,1976Q4,34.35
40140,1977Q1,36.79
40140,1977Q2,39.39
40140,1977Q3,42.09
40140,1977Q4,43.76
40140,1978Q1,46.36
40140,1978Q2,47.52
40140,1978Q3,49.52
40140,1978Q4,52.88
40140,1979Q1,54.7
40140,1979Q2,57.2
40140,1979Q3,59.56
40140,1979Q4,61.41
40140,1980Q1,63.12
40140,1980Q2,64.22
40140,1980Q3,65.96
40140,1980Q4,66.52
40140,1981Q1,67.17
40140,1981Q2,69.74
40140,1981Q3,71.98
40140,1981Q4,73.62
40140,1982Q1,71.24
40140,1982Q2,66.56
40140,1982Q3,67.98
40140,1982Q4,73.93
40140,1983Q1,71.83
40140,1983Q2,70.22
40140,1983Q3,72.33
40140,1983Q4,68.67
40140,1984Q1,72.62
40140,1984Q2,72.07
40140,1984Q3,73.49
40140,1984Q4,73.21
40140,1985Q1,73.98
40140,1985Q2,74.8
40140,1985Q3,76.55
40140,1985Q4,76.04
40140,1986Q1,77.54
40140,1986Q2,78.51
40140,1986Q3,79.8
40140,1986Q4,80.85
40140,1987Q1,82.41
40140,1987Q2,83.9
40140,1987Q3,84.58
40140,1987Q4,85.98
40140,1988Q1,87.78
40140,1988Q2,90.09
40140,1988Q3,92.87
40140,1988Q4,96.99
40140,1989Q1,101.38
40140,1989Q2,106.75
40140,1989Q3,113.22
40140,1989Q4,117.95
40140,1990Q1,120.72
40140,1990Q2,121.72
40140,1990Q3,122.4
40140,1990Q4,122.49
40140,1991Q1,122.94
40140,1991Q2,122.26
40140,1991Q3,121.58
40140,1991Q4,122.75
40140,1992Q1,122.43
40140,1992Q2,120.92
40140,1992Q3,120.33
40140,1992Q4,119.23
40140,1993Q1,117.33
40140,1993Q2,116.13
40140,1993Q3,114.55
40140,1993Q4,113.8
40140,1994Q1,112.1
40140,1994Q2,106.96
40140,1994Q3,103.71
40140,1994Q4,101.43
40140,1995Q1,100
40140,1995Q2,100.54
40140,1995Q3,103.07
40140,1995Q4,102.81
40140,1996Q1,103.47
40140,1996Q2,100.42
40140,1996Q3,99.3
40140,1996Q4,99.53
40140,1997Q1,99.41
40140,1997Q2,99.34
40140,1997Q3,101.2
40140,1997Q4,102.81
40140,1998Q1,105.77
40140,1998Q2,107.26
40140,1998Q3,109.16
40140,1998Q4,111.83
40140,1999Q1,113.86
40140,1999Q2,115.41
40140,1999Q3,116.35
40140,1999Q4,118.09
40140,2000Q1,120.94
40140,2000Q2,122.74
40140,2000Q3,125.31
40140,2000Q4,128.91
40140,2001Q1,132.77
40140,2001Q2,135.73
40140,2001Q3,138.79
40140,2001Q4,141.37
40140,2002Q1,145.71
40140,2002Q2,150.88
40140,2002Q3,157.06
40140,2002Q4,162.57
40140,2003Q1,167.73
40140,2003Q2,172.55
40140,2003Q3,180.52
40140,2003Q4,193.94
40140,2004Q1,204.5
40140,2004Q2,219.25
40140,2004Q3,243.14
40140,2004Q4,254.48
40140,2005Q1,265.77
40140,2005Q2,279.33
40140,2005Q3,294.16
40140,2005Q4,310.35
40140,2006Q1,321.96
40140,2006Q2,326.82
40140,2006Q3,331.03
40140,2006Q4,331.99
40140,2007Q1,329.86
40140,2007Q2,325.59
40140,2007Q3,311.33
40140,2007Q4,295.48
40140,2008Q1,271.83
40140,2008Q2,236.91
40140,2008Q3,206.16
40140,2008Q4,192.01
40140,2009Q1,190.46
40140,2009Q2,180.73
40140,2009Q3,176.57
40140,2009Q4,176.96
40140,2010Q1,175.69
40140,2010Q2,174.41
40140,2010Q3,177.16
40140,2010Q4,176.22
40140,2011Q1,169.52
40140,2011Q2,166.28
40140,2011Q3,166.76
40140,2011Q4,166.99
40140,2012Q1,164.92
40140,2012Q2,164.39
40140,2012Q3,167.27
40140,2012Q4,171.21
40140,2013Q1,176.49
40140,2013Q2,187.04
40140,2013Q3,200.18
40140,2013Q4,210.74
40140,2014Q1,217.93
40140,2014Q2,223.84
40140,2014Q3,228.74
40140,2014Q4,231.47
40140,2015Q1,233.33
40140,2015Q2,237.28
40140,2015Q3,242.93
40140,2015Q4,246.16
40140,2016Q1,248.81
40140,2016Q2,252.53
40140,2016Q3,257.25
40140,2016Q4,261
40140,2017Q1,265.13
40140,2017Q2,271.01
40140,2017Q3,277.05
40140,2017Q4,282.3
40140,2018Q1,287.22
40140,2018Q2,292.52
40140,2018Q3,296.87
40140,2018Q4,297.98
40140,2019Q1,299.77
40140,2019Q2,303.61
40140,2019Q3,307.18
40140,2019Q4,309.84
40140,2020Q1,313.29
40140,2020Q2,317.52
40140,2020Q3,322.9
40140,2020Q4,332.39
40140,2021Q1,346.12
40140,2021Q2,368.63
40140,2021Q3,394.42
40140,2021Q4,412.61
40140,2022Q1,430.78
40140,2022Q2,458.45
40140,2022Q3,463.29
40140,2022Q4,453.34
40140,2023Q1,449.97
40140,2023Q2,460.11
40140,2023Q3,466.45
40140,2023Q4,467.82
40140,2024Q1,476.42
40140,2024Q2,483.64
40140,2024Q3,490.03
40140,2024Q4,489.63
40140,2025Q1,491.3
40140,2025Q2,497.47
40140,2025Q3,495.34
40140,2025Q4,498.38
40140,2026Q1,499.67
40220,1979Q4,45.76
40220,1980Q1,50.37
40220,1980Q2,51.39
40220,1980Q3,45.85
40220,1980Q4,50.37
40220,1981Q1,47.24
40220,1981Q2,52.77
40220,1981Q3,48.18
40220,1982Q1,40.35
40220,1982Q2,49.76
40220,1982Q3,52.09
40220,1982Q4,57.6
40220,1983Q1,54.38
40220,1983Q2,60.88
40220,1983Q3,56.65
40220,1983Q4,60.65
40220,1984Q1,63.7
40220,1984Q2,62.21
40220,1984Q3,65.57
40220,1984Q4,64.4
40220,1985Q1,65.72
40220,1985Q2,67.34
40220,1985Q3,67.38
40220,1985Q4,69.53
40220,1986Q1,67.9
40220,1986Q2,69.64
40220,1986Q3,72.6
40220,1986Q4,73.26
40220,1987Q1,72.61
40220,1987Q2,73.28
40220,1987Q3,75.96
40220,1987Q4,77.12
40220,1988Q1,77.57
40220,1988Q2,78.73
40220,1988Q3,80.5
40220,1988Q4,78.41
40220,1989Q1,81.21
40220,1989Q2,81.6
40220,1989Q3,83.32
40220,1989Q4,83.44
40220,1990Q1,84.96
40220,1990Q2,84.02
40220,1990Q3,85.83
40220,1990Q4,85.27
40220,1991Q1,85.87
40220,1991Q2,88.2
40220,1991Q3,87.9
40220,1991Q4,88.98
40220,1992Q1,90.5
40220,1992Q2,90.24
40220,1992Q3,92.44
40220,1992Q4,93.39
40220,1993Q1,94.72
40220,1993Q2,95.27
40220,1993Q3,95.92
40220,1993Q4,95.93
40220,1994Q1,98
40220,1994Q2,97.02
40220,1994Q3,98.53
40220,1994Q4,99.9
40220,1995Q1,100
40220,1995Q2,100.77
40220,1995Q3,101.81
40220,1995Q4,102.46
40220,1996Q1,105.76
40220,1996Q2,105.56
40220,1996Q3,105.41
40220,1996Q4,107.22
40220,1997Q1,108.37
40220,1997Q2,108.58
40220,1997Q3,109.86
40220,1997Q4,111.18
40220,1998Q1,114.11
40220,1998Q2,113.4
40220,1998Q3,113.47
40220,1998Q4,115.85
40220,1999Q1,116.88
40220,1999Q2,117.33
40220,1999Q3,117.52
40220,1999Q4,118.33
40220,2000Q1,119.66
40220,2000Q2,120.2
40220,2000Q3,121.64
40220,2000Q4,121.89
40220,2001Q1,126.32
40220,2001Q2,128.18
40220,2001Q3,128.92
40220,2001Q4,129.72
40220,2002Q1,130.95
40220,2002Q2,132.89
40220,2002Q3,135.44
40220,2002Q4,137.02
40220,2003Q1,138.47
40220,2003Q2,139.69
40220,2003Q3,141.15
40220,2003Q4,143.91
40220,2004Q1,146.18
40220,2004Q2,148.64
40220,2004Q3,153.11
40220,2004Q4,155.05
40220,2005Q1,157.88
40220,2005Q2,162.11
40220,2005Q3,167.4
40220,2005Q4,170.21
40220,2006Q1,174.85
40220,2006Q2,178.69
40220,2006Q3,182.31
40220,2006Q4,185.05
40220,2007Q1,188.01
40220,2007Q2,190.72
40220,2007Q3,189.17
40220,2007Q4,190.64
40220,2008Q1,193.31
40220,2008Q2,191.72
40220,2008Q3,189.73
40220,2008Q4,191.34
40220,2009Q1,193.31
40220,2009Q2,192.31
40220,2009Q3,187.89
40220,2009Q4,187.32
40220,2010Q1,184.11
40220,2010Q2,179.18
40220,2010Q3,182.76
40220,2010Q4,182.88
40220,2011Q1,178.44
40220,2011Q2,174.32
40220,2011Q3,175
40220,2011Q4,176.22
40220,2012Q1,172.68
40220,2012Q2,169.98
40220,2012Q3,172.86
40220,2012Q4,172.74
40220,2013Q1,171.53
40220,2013Q2,171.39
40220,2013Q3,171.88
40220,2013Q4,169.64
40220,2014Q1,170.67
40220,2014Q2,172.43
40220,2014Q3,173.1
40220,2014Q4,175
40220,2015Q1,176.96
40220,2015Q2,175.78
40220,2015Q3,176.07
40220,2015Q4,174.38
40220,2016Q1,174.94
40220,2016Q2,176.68
40220,2016Q3,180.87
40220,2016Q4,180.72
40220,2017Q1,182.37
40220,2017Q2,183.32
40220,2017Q3,185.27
40220,2017Q4,186.72
40220,2018Q1,186.63
40220,2018Q2,189.37
40220,2018Q3,189.58
40220,2018Q4,190.36
40220,2019Q1,192.01
40220,2019Q2,196.78
40220,2019Q3,199.45
40220,2019Q4,199.61
40220,2020Q1,201.77
40220,2020Q2,205.19
40220,2020Q3,209.31
40220,2020Q4,213.69
40220,2021Q1,218.66
40220,2021Q2,228.35
40220,2021Q3,240.87
40220,2021Q4,246.64
40220,2022Q1,253.09
40220,2022Q2,272.27
40220,2022Q3,279.77
40220,2022Q4,277.82
40220,2023Q1,276.83
40220,2023Q2,292.71
40220,2023Q3,299.47
40220,2023Q4,302.63
40220,2024Q1,311.55
40220,2024Q2,315.43
40220,2024Q3,322.26
40220,2024Q4,324.38
40220,2025Q1,330.82
40220,2025Q2,334.25
40220,2025Q3,334.74
40220,2025Q4,343.24
40220,2026Q1,342.6
40340,1983Q2,68.9
40340,1983Q3,75.94
40340,1983Q4,76.19
40340,1984Q1,74.57
40340,1984Q2,73.86
40340,1984Q3,76.8
40340,1984Q4,75.74
40340,1985Q1,76.22
40340,1985Q2,78.87
40340,1985Q3,79.69
40340,1985Q4,79.25
40340,1986Q1,79.34
40340,1986Q2,80.1
40340,1986Q3,78.84
40340,1986Q4,79.84
40340,1987Q1,81.73
40340,1987Q2,81.22
40340,1987Q3,81.56
40340,1987Q4,80.28
40340,1988Q1,80.52
40340,1988Q2,82.14
40340,1988Q3,82.66
40340,1988Q4,82.83
40340,1989Q1,86.27
40340,1989Q2,87.05
40340,1989Q3,87.57
40340,1989Q4,85.78
40340,1990Q1,89.43
40340,1990Q2,89.59
40340,1990Q3,90.36
40340,1990Q4,90.47
40340,1991Q1,90.89
40340,1991Q2,92.64
40340,1991Q3,93.87
40340,1991Q4,94.43
40340,1992Q1,94.88
40340,1992Q2,96.58
40340,1992Q3,96.99
40340,1992Q4,97.35
40340,1993Q1,98.91
40340,1993Q2,99.12
